Number,t,E,I,j
442,564.5,-0.678875,-2.914e-06,-2.649090909090909
443,565.8,-0.6725,-2.879e-06,-2.617272727272727
444,567.0,-0.666125,-2.857e-06,-2.5972727272727267
445,568.3,-0.659625,-2.824e-06,-2.567272727272727
446,569.6,-0.65325,-2.793e-06,-2.539090909090909
447,570.9,-0.646875,-2.759e-06,-2.5081818181818183
448,572.2,-0.6405,-2.722e-06,-2.474545454545454
449,573.4,-0.634125,-2.688e-06,-2.4436363636363634
450,574.7,-0.627625,-2.64e-06,-2.4
451,576.0,-0.62125,-2.6e-06,-2.3636363636363638
452,577.3,-0.614875,-2.544e-06,-2.3127272727272725
453,578.6,-0.6085,-2.488e-06,-2.2618181818181817
454,579.8,-0.602125,-2.427e-06,-2.206363636363636
455,581.1,-0.595625,-2.345e-06,-2.131818181818182
456,582.4,-0.58925,-2.264e-06,-2.0581818181818177
457,583.7,-0.582875,-2.179e-06,-1.9809090909090905
458,585.0,-0.5765,-2.067e-06,-1.8790909090909087
459,586.2,-0.570125,-1.957e-06,-1.779090909090909
460,587.5,-0.563625,-1.84e-06,-1.6727272727272724
461,588.8,-0.55725,-1.703e-06,-1.548181818181818
462,590.1,-0.550875,-1.557e-06,-1.4154545454545455
463,591.4,-0.5445,-1.411e-06,-1.2827272727272725
464,592.6,-0.538,-1.259e-06,-1.1445454545454543
465,593.9,-0.531625,-1.108e-06,-1.007272727272727
466,595.2,-0.52525,-9.593e-07,-0.872090909090909
467,596.5,-0.518875,-8.299e-07,-0.7544545454545454
468,597.8,-0.5125,-7.029e-07,-0.6389999999999999
469,599.0,-0.506,-6.09e-07,-0.5536363636363636
470,600.3,-0.499625,-5.161e-07,-0.4691818181818181
471,601.6,-0.49325,-4.568e-07,-0.4152727272727273
472,602.9,-0.486875,-4.028e-07,-0.3661818181818181
473,604.2,-0.4805,-3.667e-07,-0.3333636363636363
474,605.4,-0.474,-3.473e-07,-0.3157272727272727
475,606.7,-0.467625,-3.165e-07,-0.2877272727272727
476,608.0,-0.46125,-3.143e-07,-0.2857272727272727
477,609.3,-0.454875,-2.969e-07,-0.2699090909090909
478,610.6,-0.4485,-2.85e-07,-0.2590909090909091
479,611.8,-0.442,-2.844e-07,-0.2585454545454545
480,613.1,-0.435625,-2.62e-07,-0.2381818181818181
481,614.4,-0.42925,-2.546e-07,-0.2314545454545454
482,615.7,-0.422875,-2.353e-07,-0.2139090909090909
483,617.0,-0.416375,-2.114e-07,-0.1921818181818181
